car_park_no,car_park_type,car_park_type_encoded,cluster_label,kmeans,Sector,x_coord,y_coord
SIM1,MULTI-STOREY CAR PARK,4,1,3,East,41035.8834,36146.1393
SIM2,MULTI-STOREY CAR PARK,4,1,3,East,41421.5824,36471.461
SIM3,MULTI-STOREY CAR PARK,4,1,3,East,41894.1857,36390.0702
SIM4,MULTI-STOREY CAR PARK,4,1,3,East,41380.0528,36193.553
SIM5,MULTI-STOREY CAR PARK,4,1,3,East,41239.177,36075.6849
SIM6,MULTI-STOREY CAR PARK,4,1,3,East,41980.7224,36124.2827
SI1,SURFACE CAR PARK,5,1,3,East,41132.0547,35918.9005
SI10,SURFACE CAR PARK,5,1,3,East,41778.1055,36412.1574
SI11,SURFACE CAR PARK,5,1,3,East,42016.4544,36368.226
SI12,SURFACE CAR PARK,5,1,3,East,41979.002,36445.3718
SI13,SURFACE CAR PARK,5,1,3,East,41776.8118,36015.1241
SI14,SURFACE CAR PARK,5,1,3,East,41499.3416,36379.6414
SI2,SURFACE CAR PARK,5,1,3,East,41198.5644,36239.7964
SI3,SURFACE CAR PARK,5,1,3,East,41210.8437,36301.043
SI4,SURFACE CAR PARK,5,1,3,East,41238.5468,36333.2491
SI5,SURFACE CAR PARK,5,1,3,East,41426.516,36431.5438
SI6,SURFACE CAR PARK,5,1,3,East,41611.4102,36559.418
SI7,SURFACE CAR PARK,5,1,3,East,41685.6118,36617.7899
SI8,SURFACE CAR PARK,5,1,3,East,41777.9717,36593.4263
SI9,SURFACE CAR PARK,5,1,3,East,41590.7201,36434.8566
SK1,MULTI-STOREY CAR PARK,4,1,1,North-East,35884.5645,41149.7601
SK10,MULTI-STOREY CAR PARK,4,1,1,North-East,35224.4669,41353.9464
SK11,MULTI-STOREY CAR PARK,4,1,1,North-East,35361.0715,41148.1882
SK12,MULTI-STOREY CAR PARK,4,1,1,North-East,35494.0265,40573.0138
SK13,MULTI-STOREY CAR PARK,4,1,1,North-East,35503.532,41122.8627
SK14,MULTI-STOREY CAR PARK,4,1,1,North-East,36014.7491,41304.3232
SK15,MULTI-STOREY CAR PARK,4,1,1,North-East,35368.923,41723.2516
SK16,MULTI-STOREY CAR PARK,4,1,1,North-East,35521.3711,40631.423
SK17,MULTI-STOREY CAR PARK,4,1,1,North-East,35276.8508,41636.7294
SK18,MULTI-STOREY CAR PARK,4,1,1,North-East,35927.2239,41842.1501
SK19,MULTI-STOREY CAR PARK,4,1,1,North-East,35690.9808,41852.5684
SK2,MULTI-STOREY CAR PARK,4,1,1,North-East,35433.4759,41356.0962
SK20,MULTI-STOREY CAR PARK,4,1,1,North-East,35851.5524,41777.5921
SK21,MULTI-STOREY CAR PARK,4,1,1,North-East,35766.7722,40531.9718
SK22,MULTI-STOREY CAR PARK,4,1,1,North-East,36001.1909,41017.8685
SK23,MULTI-STOREY CAR PARK,4,1,1,North-East,36099.0459,40907.1776
SK24,MULTI-STOREY CAR PARK,4,1,1,North-East,36172.8047,41735.4985
SK25,MULTI-STOREY CAR PARK,4,1,1,North-East,35193.2717,41647.7381
SK26,MULTI-STOREY CAR PARK,4,1,1,North-East,35037.7821,41713.346
SK27,BASEMENT CAR PARK,0,1,1,North-East,35803.6315,40755.9683
SK28,MULTI-STOREY CAR PARK,4,1,1,North-East,34964.5908,40993.9848
SK29,MULTI-STOREY CAR PARK,4,1,1,North-East,34907.7394,41106.0902
SK3,MULTI-STOREY CAR PARK,4,1,1,North-East,35134.3189,40887.3355
SK30,MULTI-STOREY CAR PARK,4,1,1,North-East,34957.9524,41736.067
SK31,MULTI-STOREY CAR PARK,4,1,1,North-East,35706.3126,41679.5157
SK32,MULTI-STOREY CAR PARK,4,1,1,North-East,34548.7768,41065.8066
SK33,MULTI-STOREY CAR PARK,4,1,1,North-East,34574.9636,41140.2415
SK34,MULTI-STOREY CAR PARK,4,1,1,North-East,35640.0823,42063.5105
SK35,MULTI-STOREY CAR PARK,4,1,1,North-East,35403.3489,41899.0368
SK36,MULTI-STOREY CAR PARK,4,1,1,North-East,34479.4144,41197.9512
SK37,MULTI-STOREY CAR PARK,4,1,1,North-East,34375.646,41042.6153
SK38,MULTI-STOREY CAR PARK,4,1,1,North-East,34829.7614,41852.9235
SK39,MULTI-STOREY CAR PARK,4,1,1,North-East,35205.0144,42017.0171
SK4,MULTI-STOREY CAR PARK,4,1,1,North-East,35427.7063,40454.8668
SK40,MULTI-STOREY CAR PARK,4,1,1,North-East,34130.2215,41374.1249
SK41,MULTI-STOREY CAR PARK,4,1,1,North-East,34060.4225,41184.0668
SK42,MULTI-STOREY CAR PARK,4,1,1,North-East,34233.6919,41090.2204
SK43,MULTI-STOREY CAR PARK,4,1,1,North-East,35107.1095,42039.9623
SK44,MULTI-STOREY CAR PARK,4,1,1,North-East,33905.0798,41268.8098
SK45,MULTI-STOREY CAR PARK,4,1,1,North-East,35280.3263,42165.1817
SK46,MULTI-STOREY CAR PARK,4,1,1,North-East,33763.8587,41567.8926
SK47,MULTI-STOREY CAR PARK,4,1,1,North-East,33771.7581,41364.3158
SK48,MULTI-STOREY CAR PARK,4,1,1,North-East,34475.7019,41347.2977
SK49,MULTI-STOREY CAR PARK,4,1,1,North-East,34358.6228,41381.4575
SK5,MULTI-STOREY CAR PARK,4,1,1,North-East,35726.2721,41068.0657
SK50,MULTI-STOREY CAR PARK,4,1,1,North-East,34592.9265,41686.8525
SK51,MULTI-STOREY CAR PARK,4,1,1,North-East,34472.1598,41724.1866
SK52,MULTI-STOREY CAR PARK,4,1,1,North-East,34307.6386,41623.0083
SK53,MULTI-STOREY CAR PARK,4,1,1,North-East,34015.6621,41607.626
SK54,MULTI-STOREY CAR PARK,4,1,1,North-East,36345.8603,41552.0224
SK55,MULTI-STOREY CAR PARK,4,1,1,North-East,36285.422,41009.03
SK58,MULTI-STOREY CAR PARK,4,1,1,North-East,32996.0569,41263.3008
SK59,SURFACE CAR PARK,5,1,1,North-East,34958.0485,41925.5733
SK6,MULTI-STOREY CAR PARK,4,1,1,North-East,35525.092,41265.8605
SK60,MULTI-STOREY CAR PARK,4,1,1,North-East,32444.96,41076.957
SK61,MULTI-STOREY CAR PARK,4,1,1,North-East,32620.4698,41123.1753
SK62,MULTI-STOREY CAR PARK,4,1,1,North-East,32829.9567,41201.1613
SK63,MULTI-STOREY CAR PARK,4,1,1,North-East,35195.6938,40666.4558
SK64,MULTI-STOREY CAR PARK,4,1,1,North-East,34946.9569,40704.5286
SK65,MULTI-STOREY CAR PARK,4,1,1,North-East,35087.586,40622.2863
SK66,MULTI-STOREY CAR PARK,4,1,1,North-East,36192.9313,41509.0921
SK67,MULTI-STOREY CAR PARK,4,1,1,North-East,35097.5944,40434.3881
SK68,BASEMENT CAR PARK,0,1,1,North-East,34780.0509,40557.9461
SK69,MULTI-STOREY CAR PARK,4,1,1,North-East,32787.0554,41601.8227
SK7,MULTI-STOREY CAR PARK,4,1,1,North-East,35197.2219,41221.829
SK70,BASEMENT CAR PARK,0,1,1,North-East,34835.6667,40693.9897
SK71,BASEMENT CAR PARK,0,1,1,North-East,34774.0235,40448.7069
SK72,BASEMENT CAR PARK,0,1,1,North-East,34740.622,40787.4947
SK73,MULTI-STOREY CAR PARK,4,1,1,North-East,34780.2916,40894.8139
SK74,MULTI-STOREY CAR PARK,4,1,1,North-East,32927.5192,41564.4693
SK75,MULTI-STOREY CAR PARK,4,1,1,North-East,32650.9465,41502.7315
SK76,MULTI-STOREY CAR PARK,4,1,1,North-East,35432.869,40808.116
SK77,MULTI-STOREY CAR PARK,4,1,1,North-East,32809.1737,41359.6037
SK78,MULTI-STOREY CAR PARK,4,1,1,North-East,32535.1306,41510.8896
SK79,COVERED CAR PARK,1,1,1,North-East,35425.2143,40897.3587
SK8,MULTI-STOREY CAR PARK,4,1,1,North-East,35664.287,41306.3404
SK80,MULTI-STOREY CAR PARK,4,1,1,North-East,32808.4169,41758.3716
SK81,MULTI-STOREY CAR PARK,4,1,1,North-East,32446.7092,41548.8847
SK82,SURFACE CAR PARK,5,1,1,North-East,36424.4447,41417.9477
SK83,MULTI-STOREY CAR PARK,4,1,1,North-East,32461.1013,41787.9348
SK84,MULTI-STOREY CAR PARK,4,1,1,North-East,36538.8836,41313.482
SK85,MULTI-STOREY CAR PARK,4,1,1,North-East,32987.7264,41793.5661
SK86,MULTI-STOREY CAR PARK,4,1,1,North-East,32878.9647,41809.1498
SK87,MULTI-STOREY CAR PARK,4,1,1,North-East,32429.5956,41673.2254
SK88,MULTI-STOREY CAR PARK,4,1,1,North-East,32538.8707,41769.3259
SK89,MULTI-STOREY CAR PARK,4,1,1,North-East,34146.3004,41863.1893
SK9,MULTI-STOREY CAR PARK,4,1,1,North-East,36079.7857,41414.8039
SK90,MULTI-STOREY CAR PARK,4,1,1,North-East,34570.2904,41861.2936
SK91,MULTI-STOREY CAR PARK,4,1,1,North-East,34474.3384,40829.755
SK92,MULTI-STOREY CAR PARK,4,1,1,North-East,34632.3385,40901.2037
SK93,MULTI-STOREY CAR PARK,4,1,1,North-East,32681.0825,41761.6732
SK94,MULTI-STOREY CAR PARK,4,1,1,North-East,34234.1105,42026.8616
SK95,MULTI-STOREY CAR PARK,4,1,1,North-East,34291.9886,42206.0484
SK96,MULTI-STOREY CAR PARK,4,1,1,North-East,33000.3795,41646.8467
SK97,SURFACE CAR PARK,5,1,1,North-East,33889.5864,41641.0117
SK98,COVERED CAR PARK,1,1,1,North-East,33204.2465,41285.8912
SK99,MULTI-STOREY CAR PARK,4,1,1,North-East,33034.2631,42108.8313
SLS,SURFACE CAR PARK,5,4,2,South,29074.9041,29346.72
SL1,SURFACE CAR PARK,5,1,3,East,38051.043,32673.7969
SL2,SURFACE CAR PARK,5,1,3,East,37997.8555,32648.7539
SMM,MULTI-STOREY CAR PARK,4,4,2,South,25135.7671,30634.5571
SMML,SURFACE CAR PARK,5,4,2,South,25259.6207,30666.3245
SM1,SURFACE CAR PARK,5,4,1,North-East,28668.8008,37777.1992
SM2,SURFACE CAR PARK,5,4,1,North-East,28336.3289,37439.3599
SM3,SURFACE CAR PARK,5,4,1,North-East,28639.6889,37421.9282
SM5,SURFACE CAR PARK,5,4,1,North-East,28553.6907,37871.1114
SM6,SURFACE CAR PARK,5,4,1,North-East,28512.4336,38159.9961
SM8,MULTI-STOREY CAR PARK,4,4,1,North-East,28636,37711.8984
SM9,MULTI-STOREY CAR PARK,4,4,1,North-East,28392.1992,37509.3008
SPM,MULTI-STOREY CAR PARK,4,4,2,South,28257.4232,28489.7651
SPS,SURFACE CAR PARK,5,4,2,South,28317.6841,28619.0984
SRS,SURFACE CAR PARK,5,4,2,South,27693.5872,28667.6456
SR1,SURFACE CAR PARK,5,4,2,South,29950.6152,31769.9941
SR2,SURFACE CAR PARK,5,4,2,South,29976.3171,31722.7063
SS1L,SURFACE CAR PARK,5,1,1,North-East,34222.1303,42325.782
STAM,MULTI-STOREY CAR PARK,4,4,2,South,25398.1488,30582.3365
STM1,MULTI-STOREY CAR PARK,4,4,2,South,24647.2485,30296.4074
STM2,MULTI-STOREY CAR PARK,4,4,2,South,24703.9688,30248.287
STM3,SURFACE CAR PARK,5,4,2,South,24662.1367,30248.061
S100,MULTI-STOREY CAR PARK,4,1,1,North-East,33385.8789,42084.1752
S101,MULTI-STOREY CAR PARK,4,1,1,North-East,33130.4351,42095.6631
S102,MULTI-STOREY CAR PARK,4,1,1,North-East,36266.5706,41244.503
S103,MULTI-STOREY CAR PARK,4,1,1,North-East,34896.2847,42025.6613
S104,MULTI-STOREY CAR PARK,4,1,1,North-East,34647.5273,41351.7558
S105,MULTI-STOREY CAR PARK,4,1,1,North-East,34803.9591,41294.0789
S106,MULTI-STOREY CAR PARK,4,1,1,North-East,34316.7374,40374.0494
S107,MULTI-STOREY CAR PARK,4,1,1,North-East,34275.0208,42337.3597
S108,MULTI-STOREY CAR PARK,4,1,1,North-East,35081.2721,42217.8028
S109,MULTI-STOREY CAR PARK,4,1,1,North-East,33183.7608,41498.5269
S110,MULTI-STOREY CAR PARK,4,1,1,North-East,33931.8699,41689.9061
S111,MULTI-STOREY CAR PARK,4,1,1,North-East,32220.5882,41525.3527
S112,MULTI-STOREY CAR PARK,4,1,1,North-East,32051.503,41600.0851
S113,MULTI-STOREY CAR PARK,4,1,1,North-East,33824.527,41667.8944
S114,MULTI-STOREY CAR PARK,4,1,1,North-East,32040.2678,41790.0426
S115,MULTI-STOREY CAR PARK,4,1,1,North-East,32243.4465,41773.7554
S116,MULTI-STOREY CAR PARK,4,1,1,North-East,32217.7375,41139.4688
S117,BASEMENT CAR PARK,0,1,1,North-East,32132.5171,41358.2673
S118,MULTI-STOREY CAR PARK,4,1,1,North-East,32792.4874,42224.4283
S119,MULTI-STOREY CAR PARK,4,1,1,North-East,36654.2859,41006.2644
S120,BASEMENT CAR PARK,0,1,1,North-East,34137.6446,42079.0775
S13L,SURFACE CAR PARK,5,1,1,North-East,33976.3641,41801.3132
S14L,SURFACE CAR PARK,5,1,1,North-East,33672.15,41719.2634
S15L,SURFACE CAR PARK,5,1,1,North-East,32098.6626,41307.4782
S16L,SURFACE CAR PARK,5,1,1,North-East,32841.3354,42213.5234
S19L,SURFACE CAR PARK,5,3,4,North,26619.279,48110.2064
S24L,SURFACE CAR PARK,5,3,4,North,26930.1313,48308.6929
S28L,SURFACE CAR PARK,5,3,4,North,26156.746,48492.1384
S30L,SURFACE CAR PARK,5,1,1,North-East,34845.4319,41829.1525
S36L,SURFACE CAR PARK,5,3,4,North,28033.599,47720.0557
S38L,SURFACE CAR PARK,5,3,4,North,27945.3404,47471.3997
S39L,SURFACE CAR PARK,5,1,1,North-East,32277.158,39545.2552
S40L,SURFACE CAR PARK,5,3,4,North,27600.8748,47574.1207
S43L,SURFACE CAR PARK,5,3,4,North,27659.3104,47371.4915
S45A,SURFACE CAR PARK,5,3,4,North,27745.6908,47187.0993
S45L,SURFACE CAR PARK,5,3,4,North,27821.7372,47226.2109
S47L,SURFACE CAR PARK,5,3,4,North,27557.5807,47754.0354
S69A,SURFACE CAR PARK,5,1,1,North-East,32847.355,41553.4443
TAM1,MULTI-STOREY CAR PARK,4,1,3,East,40534.8059,37474.7126
TAM2,MULTI-STOREY CAR PARK,4,1,3,East,41336.4164,38040.1724
TBCM,MULTI-STOREY CAR PARK,4,4,2,South,26642.874,28889.9336
TBC2,MULTI-STOREY CAR PARK,4,4,2,South,26594.4985,28690.7096
TBC3,MULTI-STOREY CAR PARK,4,4,2,South,26248.2192,29055.7391
TBK,SURFACE CAR PARK,5,4,2,South,25410.0758,28869.5953
TBL,SURFACE CAR PARK,5,4,2,South,25044.3866,28772.2926
TBM,MULTI-STOREY CAR PARK,4,4,2,South,25479.2441,28253.7507
TBMT,MULTI-STOREY CAR PARK,4,4,2,South,25059.9661,28475.4537
TBM2,MULTI-STOREY CAR PARK,4,4,2,South,25318.3879,28642.2103
TBM3,MULTI-STOREY CAR PARK,4,4,2,South,25290.5101,28428.7979
TBM4,MULTI-STOREY CAR PARK,4,4,2,South,25156.3228,28862.5317
TBM5,MULTI-STOREY CAR PARK,4,4,2,South,25599.7585,28608.3876
TBM6,MULTI-STOREY CAR PARK,4,4,2,South,25528.5116,28424.2252
TBM7,MULTI-STOREY CAR PARK,4,4,2,South,25497.8422,28748.5546
TBM8,MULTI-STOREY CAR PARK,4,4,2,South,25102.2101,28852.5891
TBM9,MULTI-STOREY CAR PARK,4,4,2,South,25092.2521,28584.6862
TB1,SURFACE CAR PARK,5,4,2,South,26359.0527,28989.3284
TB10,SURFACE CAR PARK,5,4,2,South,26874.703,28321.7568
TB11,SURFACE CAR PARK,5,4,2,South,26911.2155,28123.4116
TB14,SURFACE CAR PARK,5,4,2,South,25109.3906,29363.2539
TB17,SURFACE CAR PARK,5,4,2,South,25740.9065,28588.0794
TB18,SURFACE CAR PARK,5,4,2,South,25383.8683,28775.7738
TB19,SURFACE CAR PARK,5,4,2,South,25261.3047,28571.479
TB2,SURFACE CAR PARK,5,4,2,South,26444.6627,28896.6707
TB22,SURFACE CAR PARK,5,4,2,South,25135.612,28488.1817
TB23,SURFACE CAR PARK,5,4,2,South,25985.6543,29309.834
TB27,SURFACE CAR PARK,5,4,2,South,25595.8755,29374.1443
TB28,SURFACE CAR PARK,5,4,2,South,25306,28279.5996
TB29,SURFACE CAR PARK,5,4,2,South,25069.197,28402.4038
TB3,SURFACE CAR PARK,5,4,2,South,26458.5039,28811.9141
TB4A,SURFACE CAR PARK,5,4,2,South,26789.3262,28899.8419
TB6,SURFACE CAR PARK,5,4,2,South,26757.168,28492.5299
TB7,SURFACE CAR PARK,5,4,2,South,26673.4648,28437.3189
TB8,SURFACE CAR PARK,5,4,2,South,26601.755,28348.037
TB9,SURFACE CAR PARK,5,4,2,South,26766.3105,28419.3515
TE1,SURFACE CAR PARK,5,4,2,South,27236.0312,29306.6816
TE13,SURFACE CAR PARK,5,4,2,South,27694.6129,29518.2043
TE14,SURFACE CAR PARK,5,4,2,South,27503.2019,28827.5456
TE2,SURFACE CAR PARK,5,4,2,South,27083.1099,29159.4607
TE21,SURFACE CAR PARK,5,4,2,South,27806.9987,29492.094
TE22,SURFACE CAR PARK,5,4,2,South,27918.1167,29540.7605
TE23,SURFACE CAR PARK,5,4,2,South,28023.0859,29632.3616
TE24,SURFACE CAR PARK,5,4,2,South,27642.8184,29641.8672
TE25,SURFACE CAR PARK,5,4,2,South,27718.3359,28870.7891
TE26,SURFACE CAR PARK,5,4,2,South,27725.5076,29745.9783
TE27,SURFACE CAR PARK,5,4,2,South,27803.2031,29566.7725
TE28,SURFACE CAR PARK,5,4,2,South,27925.02,29451.2566
TE29,SURFACE CAR PARK,5,4,2,South,27776.6895,29392.8223
TE3,SURFACE CAR PARK,5,4,2,South,27201.2559,29132.8223
TE30,SURFACE CAR PARK,5,4,2,South,27652.541,29480.3242
TE4,SURFACE CAR PARK,5,4,2,South,27390.6755,28981.1406
TE9,SURFACE CAR PARK,5,4,2,South,27961.4701,29590.094
TGML,SURFACE CAR PARK,5,0,0,West,17541.2774,33778.08
TGM1,MULTI-STOREY CAR PARK,4,0,0,West,17493.7022,33714.2794
TGM2,MULTI-STOREY CAR PARK,4,0,0,West,17424.7554,33821.7982
TGM3,MULTI-STOREY CAR PARK,4,0,0,West,17539.8244,33945.2298
TGM4,MULTI-STOREY CAR PARK,4,0,0,West,17308.7145,33863.5119
TG1,SURFACE CAR PARK,5,0,0,West,17351.3149,33950.9498
TG2,SURFACE CAR PARK,5,0,0,West,17347.6784,33758.6936
TG3,SURFACE CAR PARK,5,0,0,West,17500.7539,33654.8242
TG6,SURFACE CAR PARK,5,0,0,West,17736.171,33786.4157
TG7,SURFACE CAR PARK,5,0,0,West,17869.5236,33600.6696
THM,MULTI-STOREY CAR PARK,4,4,2,South,24057.579,31174.2517
TH1,MULTI-STOREY CAR PARK,4,0,0,West,17014.2385,37502.7133
TH1L,SURFACE CAR PARK,5,0,0,West,17083.0529,37434.8361
TH2,MULTI-STOREY CAR PARK,4,0,0,West,16769.1809,37606.278
TJ1K,SURFACE CAR PARK,5,0,0,West,15558.467,35156.0339
TJ18,SURFACE CAR PARK,5,0,0,West,15681.6343,34890.7603
TJ27,SURFACE CAR PARK,5,0,0,West,15507.4392,34380.5493
TJ28,MULTI-STOREY CAR PARK,4,0,0,West,15439.9056,35477.7143
TJ29,MULTI-STOREY CAR PARK,4,0,0,West,15645.0192,34485.0749
TJ30,MULTI-STOREY CAR PARK,4,0,0,West,15638.0002,34701.6525
TJ31,MULTI-STOREY CAR PARK,4,0,0,West,15708.2643,35640.7797
TJ32,MULTI-STOREY CAR PARK,4,0,0,West,15409.2144,35801.6725
TJ33,MULTI-STOREY CAR PARK,4,0,0,West,15750.5079,35476.5566
TJ34,MULTI-STOREY CAR PARK,4,0,0,West,15894.1114,35134.964
TJ35,MULTI-STOREY CAR PARK,4,0,0,West,15665.26,35011.1747
TJ36,MULTI-STOREY CAR PARK,4,0,0,West,15892.9516,35376.8603
TJ37,MULTI-STOREY CAR PARK,4,0,0,West,15670.2177,35606.278
TJ38,MULTI-STOREY CAR PARK,4,0,0,West,15586.8737,34946.2629
TJ39,MULTI-STOREY CAR PARK,4,0,0,West,15758.7046,34458.9721
TJ40,MULTI-STOREY CAR PARK,4,0,0,West,15555.5191,34733.8176
TJ41,MULTI-STOREY CAR PARK,4,0,0,West,15766.9047,34338.9204
TJ42,MULTI-STOREY CAR PARK,4,0,0,West,15650.2468,34383.6425
TM1A,MULTI-STOREY CAR PARK,4,1,3,East,39432.7734,36189.9885
TM10,MULTI-STOREY CAR PARK,4,1,3,East,42126.6048,37272.8556
TM11,MULTI-STOREY CAR PARK,4,1,3,East,41934.0052,37388.5874
TM12,MULTI-STOREY CAR PARK,4,1,3,East,41788.3197,37546.7093
TM13,MULTI-STOREY CAR PARK,4,1,3,East,41998.1122,37604.9556
TM14,MULTI-STOREY CAR PARK,4,1,3,East,38823.1951,36807.9012
TM15,MULTI-STOREY CAR PARK,4,1,3,East,41232.7759,37756.7953
TM16,MULTI-STOREY CAR PARK,4,1,3,East,41011.0361,37538.3082
TM17,MULTI-STOREY CAR PARK,4,1,3,East,39648.4301,37036.0523
TM18,MULTI-STOREY CAR PARK,4,1,3,East,39653.7508,37167.0637
TM19,MULTI-STOREY CAR PARK,4,1,3,East,42025.283,37713.9356
W47,SURFACE CAR PARK,5,3,4,North,24046.4777,48144.5361
TM20,MULTI-STOREY CAR PARK,4,1,3,East,42211.8682,37802.4125
TM21,MULTI-STOREY CAR PARK,4,1,3,East,42150.9608,37058.3057
TM22,MULTI-STOREY CAR PARK,4,1,3,East,42413.1125,37152.4367
TM23,MULTI-STOREY CAR PARK,4,1,3,East,42340.9357,37417.4815
TM24,MULTI-STOREY CAR PARK,4,1,3,East,42258.7221,37501.1231
TM25,MULTI-STOREY CAR PARK,4,1,3,East,41930.7103,37865.65
TM26,MULTI-STOREY CAR PARK,4,1,3,East,42056.4696,37988.6087
TM27,MULTI-STOREY CAR PARK,4,1,3,East,42085.7621,38079.9813
TM28,MULTI-STOREY CAR PARK,4,1,3,East,41750.9046,38321.0985
TM29,MULTI-STOREY CAR PARK,4,1,3,East,41998.9929,38083.5573
TM3,MULTI-STOREY CAR PARK,4,1,3,East,41048.1591,38147.3551
TM30,MULTI-STOREY CAR PARK,4,1,3,East,39499.7604,37661.9755
TM31,MULTI-STOREY CAR PARK,4,1,3,East,39500.2011,37869.6384
TM32,MULTI-STOREY CAR PARK,4,1,3,East,39341.6396,37956.2945
TM33,MULTI-STOREY CAR PARK,4,1,3,East,39435.2754,37605.5615
TM34,MULTI-STOREY CAR PARK,4,1,3,East,39141.5755,37700.2172
TM35,MULTI-STOREY CAR PARK,4,1,3,East,39220.1743,37998.2245
TM36,MULTI-STOREY CAR PARK,4,1,3,East,39769.2878,37693.9606
TM37,MULTI-STOREY CAR PARK,4,1,3,East,39717.4254,37584.9156
TM4,MULTI-STOREY CAR PARK,4,1,1,North-East,41225.8231,38349.9868
TM41,MULTI-STOREY CAR PARK,4,1,3,East,40030.3277,36628.8151
TM42,MULTI-STOREY CAR PARK,4,1,3,East,39149.9105,36784.3426
TM43,MULTI-STOREY CAR PARK,4,1,3,East,41234.0246,37276.5181
TM44,MULTI-STOREY CAR PARK,4,1,3,East,41688.2888,37919.2972
TM45,MULTI-STOREY CAR PARK,4,1,3,East,39093.7405,37493.1753
TM46,MULTI-STOREY CAR PARK,4,1,3,East,39699.2218,37846.9485
TM47,MULTI-STOREY CAR PARK,4,1,3,East,39889.1667,37644.1458
TM48,MULTI-STOREY CAR PARK,4,1,3,East,39220.4729,36578.8195
TM49,MULTI-STOREY CAR PARK,4,1,1,North-East,41321.7712,38447.8005
TM5,MULTI-STOREY CAR PARK,4,1,1,North-East,41439.247,38351.4469
TM50,MULTI-STOREY CAR PARK,4,1,3,East,38884.1396,37614.9003
TM51,MULTI-STOREY CAR PARK,4,1,3,East,38621.1252,37032.665
TM52,MULTI-STOREY CAR PARK,4,1,1,North-East,41621.1301,38435.0165
TM53,MULTI-STOREY CAR PARK,4,1,3,East,39726.5335,37438.5434
TM54,MULTI-STOREY CAR PARK,4,1,3,East,38750.9399,37292.1188
TM55,MULTI-STOREY CAR PARK,4,1,3,East,38838.0939,37441.3741
TM56,MULTI-STOREY CAR PARK,4,1,3,East,39969.4029,37388.0959
TM6,MULTI-STOREY CAR PARK,4,1,3,East,41691.9427,37261.1308
TM7,MULTI-STOREY CAR PARK,4,1,3,East,41833.9252,37212.6124
TM8,MULTI-STOREY CAR PARK,4,1,3,East,41787.0937,37067.9473
TM9,MULTI-STOREY CAR PARK,4,1,3,East,41997.2837,37271.9383
TPB1,MULTI-STOREY CAR PARK,4,4,3,East,30590.6956,35360.7931
TPL,SURFACE CAR PARK,5,4,2,South,29078.289,28819.4744
TPM,MULTI-STOREY CAR PARK,4,4,2,South,28999.272,28661.7751
TPMA,MULTI-STOREY CAR PARK,4,4,3,East,29982.6197,35409.3079
TPMB,MULTI-STOREY CAR PARK,4,4,3,East,29326.8155,35027.9474
TPMC,MULTI-STOREY CAR PARK,4,4,3,East,29429.1872,36009.9728
TPMD,MULTI-STOREY CAR PARK,4,4,3,East,29290.1401,34713.1702
TPME,MULTI-STOREY CAR PARK,4,4,3,East,29839.4181,35624.0957
TPMF,MULTI-STOREY CAR PARK,4,4,3,East,29366.473,35261.4638
TPMG,MULTI-STOREY CAR PARK,4,4,3,East,29196.869,35602.2984
TPMH,MULTI-STOREY CAR PARK,4,4,3,East,30679.7745,34913.8565
TPMJ,MULTI-STOREY CAR PARK,4,4,3,East,29353.495,35161.8974
TPMK,MULTI-STOREY CAR PARK,4,4,3,East,30810.4264,34798.1948
TPML,MULTI-STOREY CAR PARK,4,4,3,East,30849.5226,35599.7494
TPMM,MULTI-STOREY CAR PARK,4,4,3,East,30747.1931,35686.9065
TPMN,MULTI-STOREY CAR PARK,4,4,3,East,29698.2634,35231.2092
TPMP,MULTI-STOREY CAR PARK,4,4,3,East,29277.9112,35429.2632
TPMQ,MULTI-STOREY CAR PARK,4,4,3,East,29061.1557,35461.8044
TPMR,MULTI-STOREY CAR PARK,4,4,3,East,30487.836,35103.3396
TPMS,MULTI-STOREY CAR PARK,4,4,3,East,30970.9164,34863.814
TPM2,MULTI-STOREY CAR PARK,4,4,3,East,29532.3014,35715.2153
TPM3,MULTI-STOREY CAR PARK,4,4,3,East,28992.1869,34772.9821
TPM4,MULTI-STOREY CAR PARK,4,4,3,East,29783.6897,35326.4304
TPM5,MULTI-STOREY CAR PARK,4,4,3,East,29560.4287,35333.5642
TPM6,MULTI-STOREY CAR PARK,4,4,3,East,30371.0062,35230.8425
TPM7,MULTI-STOREY CAR PARK,4,4,3,East,29402.5995,35779.293
TPM8,MULTI-STOREY CAR PARK,4,4,3,East,30889.8975,35423.8667
TPM9,MULTI-STOREY CAR PARK,4,4,3,East,30723.296,35475.5087
TP10,SURFACE CAR PARK,5,4,3,East,30256.17,35233.77
TP12,SURFACE CAR PARK,5,4,3,East,30090.95,35135.49
TP14,SURFACE CAR PARK,5,4,3,East,30124.42,35341.3
TP15,SURFACE CAR PARK,5,4,3,East,29949.23,35517.2
TP16,SURFACE CAR PARK,5,4,3,East,29669.0734,35049.0624
TP17,SURFACE CAR PARK,5,4,3,East,29699.9143,35107.3661
TP18,SURFACE CAR PARK,5,4,3,East,29939.32,34976.48
TP2,SURFACE CAR PARK,5,4,3,East,29660.7631,35373.4764
TP20,SURFACE CAR PARK,5,4,3,East,29242.9935,34803.2161
TP22,SURFACE CAR PARK,5,4,3,East,29193.44,35154.68
TP27,SURFACE CAR PARK,5,4,3,East,29329.7942,35524.3536
TP3,SURFACE CAR PARK,5,4,3,East,30028.99,35280.77
